PostNumber,DiseaseId,DiseaseName,SymptomId,SymptomName,TreatmentId,TreatmentName,DrugId,DrugName,BodypartId,BodypartName
309,,,,,C0029151,Oral contraception,,,,
310,C0149871,Deep Vein Thrombosis,,,,,,,,
310,,,C0036396,Sciatica,,,,,,
310,,,C0236040,Pain in calf,,,,,,
310,,,C0234238,Ache,,,,,,
310,,,C0030193,Pain,,,,,,
310,,,C0234233,Sore to touch,,,,,,
310,,,,,,,,,C1305418,Entire calf of leg (body structure)
310,,,,,,,,,C0423866,Lanugo
315,C0277556,Recurrent disease,,,,,,,,
315,,,,,,,C1241869,Disulfiram Oral Tablet [Antabuse],,
315,,,,,,,,,C0018563,Hand
316,C0796085,Nance-Horan syndrome,,,,,,,,
316,,,,,C0542296,Counselling service,,,,
316,,,,,C3275067,Cardiac Lead Procedure,,,,
318,C0021400,Influenza,,,,,,,,
318,,,C0040822,Tremor,,,,,,
318,,,,,C0152054,Therapeutic tactile stimulation,,,,
323,C0235394,Wasting,,,,,,,,
327,C2676739,Chromosome 2q32-Q33 Deletion Syndrome,,,,,,,,
327,,,C0221100,Hangover from any Alcohol or Other Drugs substance,,,,,,
327,,,C0085593,Chills,,,,,,
327,,,,,C0152277,Incision and drainage,,,,
336,C0342895,Fish-Eye Disease,,,,,,,,
336,,,C0917801,Sleeplessness,,,,,,
336,,,,,,,C0599396,sleeping pill,,
336,,,,,,,,,C1278920,Entire stomach
340,C0221406,Pituitary-dependent Cushing's disease,,,,,,,,
340,,,,,C0035139,Surgical Replantation,,,,
340,,,,,C0282402,Hormone replacement therapy,,,,
340,,,,,,,,,C0006104,Brain
345,C0001621,Adrenal Gland Diseases,,,,,,,,
345,,,C0497406,Overweight,,,,,,
345,,,C0039070,Syncope,,,,,,
345,,,C0683369,Clouded consciousness,,,,,,
345,,,C0392674,Exhaustion,,,,,,
345,,,,,C0439631,Primary operation,,,,
345,,,,,,,,,C0040132,Thyroid Gland
345,,,,,,,,,C0018494,Hair
346,C0001621,Adrenal Gland Diseases,,,,,,,,
346,,,C0557875,Tired,,,,,,
346,,,C0917801,Sleeplessness,,,,,,
346,,,C0086132,Depressive Symptoms,,,,,,
346,,,,,C0279848,cisplatin/etoposide/mitoxantrone/tamoxifen protocol,,,,
346,,,,,C0020699,Hysterectomy,,,,
346,,,,,,,,,C0040132,Thyroid Gland
346,,,,,,,,,C0001625,Adrenal Glands
347,C0001621,Adrenal Gland Diseases,,,,,,,,
347,,,C0458118,Total body pain syndrome,,,,,,
347,,,C0278141,Excruciating pain,,,,,,
347,,,C0235309,Upset stomach,,,,,,
347,,,C0030193,Pain,,,,,,
347,,,C0392674,Exhaustion,,,,,,
347,,,,,,,,,C1281590,Entire head
347,,,,,,,,,C0040132,Thyroid Gland
347,,,,,,,,,C1281589,Entire toe
347,,,,,,,,,C0228505,Nodulus cerebelli
347,,,,,,,,,C0229559,Structure of right adrenal gland
347,,,,,,,,,C1281591,Entire face
348,C0001621,Adrenal Gland Diseases,,,,,,,,
348,,,C0015672,Fatigue,,,,,,
349,C0001621,Adrenal Gland Diseases,,,,,,,,
349,,,C0235318,abdominal fullness,,,,,,
349,,,C0011991,Diarrhea,,,,,,
349,,,C0042963,Vomiting,,,,,,
349,,,C0015672,Fatigue,,,,,,
349,,,C0085624,Burning sensation,,,,,,
349,,,C0231528,Myalgia,,,,,,
349,,,C0018681,Headache,,,,,,
349,,,C0030193,Pain,,,,,,
349,,,C0028643,Numbness,,,,,,
349,,,C0221423,Illness (finding),,,,,,
349,,,C0542476,Forgetful,,,,,,
349,,,C0027497,Nausea,,,,,,
349,,,C0012833,Dizziness,,,,,,
349,,,C0235004,head pressure,,,,,,
349,,,,,C0058928,ECHO protocol,,,,
349,,,,,,,,,C0018787,Heart
349,,,,,,,,,C1269612,Entire upper arm
349,,,,,,,,,C0229967,Structure of left half of body
349,,,,,,,,,C0229090,Left eye structure
349,,,,,,,,,C0038351,Stomach
349,,,,,,,,,C0043539,Zygomatic bone
350,C0001621,Adrenal Gland Diseases,,,,,,,,
350,,,C0221423,Illness (finding),,,,,,
350,,,,,,,C3213711,Sodium Chloride Pill,,
350,,,,,,,,,C0001625,Adrenal Glands
351,C0001621,Adrenal Gland Diseases,,,,,,,,
351,,,C0557875,Tired,,,,,,
351,,,C3714552,Weakness,,,,,,
351,,,,,C0185908,Operative procedure on spine,,,,
352,C3280240,MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME,,,,,,,,
352,,,,,C0021083,Immunotherapy,,,,
352,,,,,C0087111,Therapeutic procedure,,,,
353,C0001621,Adrenal Gland Diseases,,,,,,,,
353,,,,,C0021485,Injection of therapeutic agent,,,,
354,C0001621,Adrenal Gland Diseases,,,,,,,,
354,,,,,C0279391,mercaptopurine/methotrexate/vincristine,,,,
355,C0001621,Adrenal Gland Diseases,,,,,,,,
355,,,C0221423,Illness (finding),,,,,,
355,,,C0557875,Tired,,,,,,
355,,,C0037011,Shoulder Pain,,,,,,
355,,,C0015672,Fatigue,,,,,,
355,,,C0020175,Hunger,,,,,,
355,,,C3714552,Weakness,,,,,,
355,,,C0235004,head pressure,,,,,,
355,,,C0392674,Exhaustion,,,,,,
355,,,,,,,,,C0040132,Thyroid Gland
355,,,,,,,,,C0018563,Hand
355,,,,,,,,,C0001625,Adrenal Glands
355,,,,,,,,,C0006104,Brain
355,,,,,,,,,C1281592,Entire neck
356,C0001621,Adrenal Gland Diseases,,,,,,,,
356,,,C0039070,Syncope,,,,,,
356,,,,,,,,,C0018787,Heart
357,C0001621,Adrenal Gland Diseases,,,,,,,,
357,,,C0577573,Mass of body region,,,,,,
357,,,C0027769,Nervousness,,,,,,
358,C0001621,Adrenal Gland Diseases,,,,,,,,
358,,,,,,,,,C0001625,Adrenal Glands
359,C0405580,Adrenal cortical hypofunction,,,,,,,,
359,,,C0231218,Malaise,,,,,,
359,,,,,C0087111,Therapeutic procedure,,,,
360,C0001621,Adrenal Gland Diseases,,,,,,,,
360,,,C0577573,Mass of body region,,,,,,
360,,,C0557875,Tired,,,,,,
360,,,C0015672,Fatigue,,,,,,
360,,,C0231218,Malaise,,,,,,
360,,,C0085624,Burning sensation,,,,,,
360,,,C0231528,Myalgia,,,,,,
360,,,C0039070,Syncope,,,,,,
360,,,C0030193,Pain,,,,,,
360,,,C0004604,Back Pain,,,,,,
360,,,C0012833,Dizziness,,,,,,
360,,,C3714552,Weakness,,,,,,
360,,,C0241705,Difficulty passing urine,,,,,,
360,,,C0234233,Sore to touch,,,,,,
360,,,,,C0597815,crystal healing,,,,
360,,,,,C0028678,nursing therapy,,,,
360,,,,,C0439631,Primary operation,,,,
360,,,,,,,,,C0035561,Bone structure of rib
360,,,,,,,,,C1281590,Entire head
360,,,,,,,,,C2937240,Upper abdomen structure
360,,,,,,,,,C0011980,Respiratory Diaphragm
360,,,,,,,,,C0040426,Tooth structure
360,,,,,,,,,C0041967,Urethra
360,,,,,,,,,C1281594,Entire abdomen
360,,,,,,,,,C0022646,Kidney
361,C2103602,Autoimmune Primary Adrenal Insufficiency,,,,,,,,
361,,,C0857516,floppy,,,,,,
361,,,C0042963,Vomiting,,,,,,
361,,,C3714552,Weakness,,,,,,
361,,,,,C0557061,Discussion (procedure),,,,
362,C0001621,Adrenal Gland Diseases,,,,,,,,
362,,,C0000737,Abdominal Pain,,,,,,
362,,,C0015230,Exanthema,,,,,,
362,,,C0032781,Posterior rhinorrhea,,,,,,
362,,,C0015672,Fatigue,,,,,,
362,,,C0085602,Polydipsia,,,,,,
362,,,C0085624,Burning sensation,,,,,,
362,,,C0018681,Headache,,,,,,
362,,,C0392674,Exhaustion,,,,,,
362,,,C0003862,Arthralgia,,,,,,
362,,,C0520963,Diffuse pain,,,,,,
362,,,C3257803,Watery eyes,,,,,,
362,,,C0012833,Dizziness,,,,,,
362,,,C1291077,Abdominal bloating,,,,,,
362,,,C0033774,Pruritus,,,,,,
362,,,C0235234,Pharyngeal dryness,,,,,,
362,,,C0401149,Chronic constipation,,,,,,
362,,,,,,,,,C1278920,Entire stomach
362,,,,,,,,,C0230425,Structure of right thigh
362,,,,,,,,,C0016504,Foot
363,C0001621,Adrenal Gland Diseases,,,,,,,,
364,C0001621,Adrenal Gland Diseases,,,,,,,,
364,,,C0231218,Malaise,,,,,,
364,,,,,,,,,C0022646,Kidney
365,C0001621,Adrenal Gland Diseases,,,,,,,,
365,,,C0850045,intestinal pain,,,,,,
365,,,C0557875,Tired,,,,,,
365,,,C0234369,Trembling,,,,,,
365,,,C0042963,Vomiting,,,,,,
365,,,C0015672,Fatigue,,,,,,
365,,,C0003862,Arthralgia,,,,,,
365,,,C0235240,Pounding heart,,,,,,
365,,,C0027497,Nausea,,,,,,
365,,,C0020175,Hunger,,,,,,
365,,,C0012833,Dizziness,,,,,,
365,,,C1291077,Abdominal bloating,,,,,,
365,,,C0042571,Vertigo,,,,,,
365,,,C3714552,Weakness,,,,,,
365,,,C0600142,Hot flushes,,,,,,
365,,,C0344232,Blurred vision,,,,,,
365,,,,,C0574032,Infusion procedures,,,,
365,,,,,C1522704,Exercise Pain Management,,,,
365,,,,,,,,,C1281590,Entire head
365,,,,,,,,,C1278920,Entire stomach
365,,,,,,,,,C0018787,Heart
365,,,,,,,,,C0001625,Adrenal Glands
365,,,,,,,,,C1995013,Set of muscles
365,,,,,,,,,C0006104,Brain
365,,,,,,,,,C0021853,Intestines
366,C1384514,Conn Syndrome,,,,,,,,
366,,,,,C0001632,Adrenalectomy,,,,
366,,,,,C0282402,Hormone replacement therapy,,,,
367,C0001621,Adrenal Gland Diseases,,,,,,,,
367,,,,,,,,,C0001625,Adrenal Glands
368,C0001621,Adrenal Gland Diseases,,,,,,,,
368,,,C0015672,Fatigue,,,,,,
368,,,C0028081,Night sweats,,,,,,
368,,,,,,,,,C0001625,Adrenal Glands
369,C0001621,Adrenal Gland Diseases,,,,,,,,
369,,,C0037088,Signs and Symptoms,,,,,,
369,,,C0015672,Fatigue,,,,,,
369,,,C0231528,Myalgia,,,,,,
369,,,,,C0020699,Hysterectomy,,,,
369,,,,,C0087111,Therapeutic procedure,,,,
369,,,,,,,,,C0029939,Ovary
369,,,,,,,,,C0032005,Pituitary Gland
370,C0001621,Adrenal Gland Diseases,,,,,,,,
370,,,C0027424,Nasal congestion (finding),,,,,,
370,,,C0522251,Sinus pain,,,,,,
370,,,C0848633,sinus pressure,,,,,,
370,,,C0231218,Malaise,,,,,,
370,,,C0030193,Pain,,,,,,
370,,,,,C1456647,Childhood Immunization,,,,
370,,,,,C0021485,Injection of therapeutic agent,,,,
370,,,,,,,C2962134,Triamcinolone Acetonide 40 MG/ML,,
370,,,,,,,,,C1285092,Gland
371,C0001621,Adrenal Gland Diseases,,,,,,,,
371,,,C0012833,Dizziness,,,,,,
371,,,C0232471,Thirsty,,,,,,
371,,,C3714552,Weakness,,,,,,
371,,,C0344232,Blurred vision,,,,,,
371,,,C0392674,Exhaustion,,,,,,
372,C0001621,Adrenal Gland Diseases,,,,,,,,
373,C0001621,Adrenal Gland Diseases,,,,,,,,
373,,,C0028643,Numbness,,,,,,
373,,,C0221423,Illness (finding),,,,,,
373,,,C0231218,Malaise,,,,,,
373,,,C0015672,Fatigue,,,,,,
373,,,C0344232,Blurred vision,,,,,,
373,,,C0234233,Sore to touch,,,,,,
373,,,,,C1519433,Special Diet Therapy,,,,
373,,,,,C0087111,Therapeutic procedure,,,,
373,,,,,,,,,C0040132,Thyroid Gland
373,,,,,,,,,C0001625,Adrenal Glands
373,,,,,,,,,C0021853,Intestines
374,C0001621,Adrenal Gland Diseases,,,,,,,,
374,,,C0221423,Illness (finding),,,,,,
374,,,C0557875,Tired,,,,,,
374,,,C3714552,Weakness,,,,,,
374,,,C0018681,Headache,,,,,,
374,,,C0023380,Lethargy,,,,,,
374,,,C0040822,Tremor,,,,,,
374,,,,,C1883583,Yoga,,,,
374,,,,,C0006155,Breathing Exercises,,,,
375,C0001621,Adrenal Gland Diseases,,,,,,,,
375,,,C0518214,Perceived quality of life,,,,,,
375,,,C0231218,Malaise,,,,,,
375,,,C0020175,Hunger,,,,,,
375,,,,,C0597815,crystal healing,,,,
375,,,,,,,,,C1278920,Entire stomach
375,,,,,,,,,C0038351,Stomach
376,C0014175,Endometriosis,,,,,,,,
376,,,C0012833,Dizziness,,,,,,
377,C0020538,Hypertensive disease,,,,,,,,
377,,,C0577573,Mass of body region,,,,,,
377,,,C0015672,Fatigue,,,,,,
377,,,C0700590,Increased sweating,,,,,,
377,,,,,,,,,C1268989,Entire adrenal gland
379,C0001621,Adrenal Gland Diseases,,,,,,,,
383,C3539909,Allergic disposition,,,,,,,,
383,,,,,C0087111,Therapeutic procedure,,,,
384,C3539909,Allergic disposition,,,,,,,,
384,,,,,C0013806,Electroconvulsive Therapy,,,,
384,,,,,,,,,C1280698,Entire throat (surface region of neck)
385,C0019360,Herpes zoster disease,,,,,,,,
385,,,C0015230,Exanthema,,,,,,
388,C3714506,Meckel syndrome type 1,,,,,,,,
388,,,C1260880,Rhinorrhea,,,,,,
388,,,C0221423,Illness (finding),,,,,,
388,,,C0012833,Dizziness,,,,,,
388,,,C0018681,Headache,,,,,,
388,,,,,C1519433,Special Diet Therapy,,,,
388,,,,,,,,,C0018563,Hand
388,,,,,,,,,C0015392,Eye
388,,,,,,,,,C1281591,Entire face
390,C0401151,Chronic diarrhea,,,,,,,,
390,,,C0011991,Diarrhea,,,,,,
390,,,C0557875,Tired,,,,,,
390,,,C0231218,Malaise,,,,,,
390,,,C1291077,Abdominal bloating,,,,,,
390,,,C0033774,Pruritus,,,,,,
390,,,C0150055,Chronic pain,,,,,,
390,,,C0018681,Headache,,,,,,
390,,,C1579931,Depressed - symptom,,,,,,
390,,,,,,,,,C1278920,Entire stomach
391,C0043154,Dental White Spot,,,,,,,,
391,,,C0015230,Exanthema,,,,,,
391,,,,,,,,,C0030851,penis
392,C0004135,Ataxia Telangiectasia,,,,,,,,
394,C0042109,Urticaria,,,,,,,,
394,,,C0033774,Pruritus,,,,,,
394,,,C0857057,blotchy,,,,,,
394,,,C0085624,Burning sensation,,,,,,
394,,,,,,,,,C0229962,Body part
394,,,,,,,,,C0016504,Foot
404,C0009443,Common Cold,,,,,,,,
404,,,,,,,,,C1269539,Entire glans penis
404,,,,,,,,,C0222084,Skin structure of face
404,,,,,,,,,C0227952,Foreskin of penis
404,,,,,,,,,C0028429,Nose
409,C0018621,Hay fever,,,,,,,,
409,,,C0015230,Exanthema,,,,,,
409,,,C0033774,Pruritus,,,,,,
409,,,,,C0087111,Therapeutic procedure,,,,
411,C0013595,Eczema,,,,,,,,
411,,,C0036572,Seizures,,,,,,
412,C3539909,Allergic disposition,,,,,,,,
414,C0041834,Erythema,,,,,,,,
414,,,C0236040,Pain in calf,,,,,,
414,,,C0016512,Foot pain,,,,,,
414,,,C0030193,Pain,,,,,,
414,,,C0026821,Muscle Cramp,,,,,,
414,,,,,,,,,C1280541,Entire nerve
415,C0149871,Deep Vein Thrombosis,,,,,,,,
415,,,,,C1533685,Injection procedure,,,,
415,,,,,C0087111,Therapeutic procedure,,,,
416,C0149871,Deep Vein Thrombosis,,,,,,,,
416,,,C0234238,Ache,,,,,,
416,,,C0030193,Pain,,,,,,
416,,,,,C0152054,Therapeutic tactile stimulation,,,,
416,,,,,,,,,C1305418,Entire calf of leg (body structure)
416,,,,,,,,,C0022742,Knee
416,,,,,,,,,C0042449,Veins
416,,,,,,,,,C0016504,Foot
417,C0149871,Deep Vein Thrombosis,,,,,,,,
417,,,C0030193,Pain,,,,,,
417,,,,,C0152277,Incision and drainage,,,,
417,,,,,,,,,C1305418,Entire calf of leg (body structure)
418,C0149871,Deep Vein Thrombosis,,,,,,,,
418,,,,,,,,,C1305418,Entire calf of leg (body structure)
419,C0149871,Deep Vein Thrombosis,,,,,,,,
419,,,C0030193,Pain,,,,,,
419,,,C0234233,Sore to touch,,,,,,
419,,,,,C0600080,Stretching exercises,,,,
419,,,,,,,,,C1305418,Entire calf of leg (body structure)
419,,,,,,,,,C0022742,Knee
420,C0149871,Deep Vein Thrombosis,,,,,,,,
420,,,,,,,,,C0222279,Skin structure of lower leg
421,C0149871,Deep Vein Thrombosis,,,,,,,,
421,,,C0030193,Pain,,,,,,
421,,,,,C1959633,Spatial guidance for medical procedure,,,,
422,C0149871,Deep Vein Thrombosis,,,,,,,,
422,,,C0030193,Pain,,,,,,
422,,,C0013404,Dyspnea,,,,,,
422,,,,,C0087111,Therapeutic procedure,,,,
423,C0149871,Deep Vein Thrombosis,,,,,,,,
423,,,C0234238,Ache,,,,,,
423,,,,,,,,,C1279605,Entire right lower leg
424,C0149871,Deep Vein Thrombosis,,,,,,,,
424,,,C0497406,Overweight,,,,,,
424,,,C0030193,Pain,,,,,,
424,,,C0027769,Nervousness,,,,,,
424,,,,,,,,,C0019552,Hip structure
424,,,,,,,,,C1281586,Entire thigh
425,C0149871,Deep Vein Thrombosis,,,,,,,,
426,C0149871,Deep Vein Thrombosis,,,,,,,,
426,,,C0030193,Pain,,,,,,
427,C0149871,Deep Vein Thrombosis,,,,,,,,
427,,,C0234238,Ache,,,,,,
427,,,C0030193,Pain,,,,,,
427,,,C0455270,Sharp pain,,,,,,
427,,,,,,,,,C0230442,Structure of right lower leg
427,,,,,,,,,C1305418,Entire calf of leg (body structure)
427,,,,,,,,,C0022742,Knee
428,C0149871,Deep Vein Thrombosis,,,,,,,,
428,,,C0235129,Feeling strange,,,,,,
428,,,C0234238,Ache,,,,,,
428,,,C0231218,Malaise,,,,,,
428,,,C0231749,Knee pain,,,,,,
428,,,C1446787,Cramping sensation quality,,,,,,
428,,,C0026821,Muscle Cramp,,,,,,
428,,,C0455270,Sharp pain,,,,,,
428,,,,,,,,,C1279605,Entire right lower leg
428,,,,,,,,,C1279548,Entire right thigh
428,,,,,,,,,C1280541,Entire nerve
428,,,,,,,,,C0022742,Knee
429,C0149871,Deep Vein Thrombosis,,,,,,,,
429,,,,,C0087111,Therapeutic procedure,,,,
430,C0149871,Deep Vein Thrombosis,,,,,,,,
430,,,,,,,,,C0018787,Heart
431,C0149871,Deep Vein Thrombosis,,,,,,,,
431,,,C0023222,Pain in lower limb,,,,,,
431,,,,,C0191152,Varicose vein stripping,,,,
431,,,,,C0185047,Stripping,,,,
431,,,,,C0152054,Therapeutic tactile stimulation,,,,
431,,,,,C0521235,Varicose vein operation,,,,
432,C0024904,Mastoiditis,,,,,,,,
433,C0149871,Deep Vein Thrombosis,,,,,,,,
433,,,C0023222,Pain in lower limb,,,,,,
433,,,C0026821,Muscle Cramp,,,,,,
433,,,C0030193,Pain,,,,,,
434,C0149871,Deep Vein Thrombosis,,,,,,,,
434,,,C0236040,Pain in calf,,,,,,
434,,,C2242996,Has tingling sensation,,,,,,
434,,,C0030193,Pain,,,,,,
434,,,,,C0700589,Contraceptive methods,,,,
434,,,,,,,,,C0040357,Toes
434,,,,,,,,,C1305418,Entire calf of leg (body structure)
434,,,,,,,,,C0016504,Foot
435,C0149871,Deep Vein Thrombosis,,,,,,,,
435,,,C0023222,Pain in lower limb,,,,,,
436,C0149871,Deep Vein Thrombosis,,,,,,,,
436,,,C0683369,Clouded consciousness,,,,,,
436,,,,,C1522704,Exercise Pain Management,,,,
436,,,,,C0004910,Bed rest,,,,
436,,,,,C0849164,blood medications,,,,
437,C0149871,Deep Vein Thrombosis,,,,,,,,
437,,,,,C0188413,Operative procedure on foot,,,,
438,C0149871,Deep Vein Thrombosis,,,,,,,,
438,,,C0030193,Pain,,,,,,
438,,,C0026821,Muscle Cramp,,,,,,
438,,,,,,,,,C1281590,Entire head
438,,,,,,,,,C1305418,Entire calf of leg (body structure)
441,C0149871,Deep Vein Thrombosis,,,,,,,,
441,,,C0030193,Pain,,,,,,
441,,,,,C3814046,PAD Regimen,,,,
441,,,,,C0439775,Elevation procedure,,,,
441,,,,,C0565514,Compression procedure,,,,
441,,,,,,,,,C0016504,Foot
442,C0149871,Deep Vein Thrombosis,,,,,,,,
442,,,,,,,,,C1281586,Entire thigh
443,C0029456,Osteoporosis,,,,,,,,
443,,,C0221512,Stomach ache,,,,,,
443,,,C0231528,Myalgia,,,,,,
443,,,C0085593,Chills,,,,,,
443,,,,,,,,,C0030797,Pelvis
443,,,,,,,,,C1281591,Entire face
444,C0029456,Osteoporosis,,,,,,,,
444,,,C0221512,Stomach ache,,,,,,
444,,,C0150055,Chronic pain,,,,,,
444,,,,,,,,,C1278920,Entire stomach
445,C3280240,MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME,,,,,,,,
445,,,,,C1522704,Exercise Pain Management,,,,
449,C0003864,Arthritis,,,,,,,,
449,,,C3714552,Weakness,,,,,,
449,,,,,,,,,C1556138,Disc - Body Part
453,C0029456,Osteoporosis,,,,,,,,
453,,,,,C0185115,Extraction,,,,
453,,,,,C0079613,Adoptive Immunotherapy,,,,
454,C0029456,Osteoporosis,,,,,,,,
454,,,C0557875,Tired,,,,,,
454,,,,,,,,,C1269612,Entire upper arm
457,C0518988,Dental abscess,,,,,,,,
457,,,,,,,,,C0017562,Gingiva
457,,,,,,,,,C1281562,Entire tooth
458,C2242472,Infection of bone,,,,,,,,
458,,,C0240382,mouth swelling,,,,,,
458,,,C0030193,Pain,,,,,,
458,,,,,C0040440,Tooth Extraction,,,,
458,,,,,C0152054,Therapeutic tactile stimulation,,,,
458,,,,,,,,,C0700374,Palate
458,,,,,,,,,C1281562,Entire tooth
458,,,,,,,,,C0040426,Tooth structure
460,C0518988,Dental abscess,,,,,,,,
461,C0518988,Dental abscess,,,,,,,,
461,,,C0278141,Excruciating pain,,,,,,
461,,,C0040460,Toothache,,,,,,
461,,,C0030193,Pain,,,,,,
461,,,,,C0185115,Extraction,,,,
461,,,,,C0035849,Root Canal Therapy,,,,
461,,,,,C0013103,Drainage procedure,,,,
461,,,,,C0015252,removal technique,,,,
461,,,,,C0184893,Emergency operation,,,,
461,,,,,C0079613,Adoptive Immunotherapy,,,,
461,,,,,C0441516,Demand (clinical),,,,
461,,,,,,,,,C0040452,Tooth root structure
461,,,,,,,,,C1550227,Body Parts - Canal
461,,,,,,,,,C0040426,Tooth structure
461,,,,,,,,,C0226993,Tooth Crowns
461,,,,,,,,,C0022359,Jaw
461,,,,,,,,,C1281592,Entire neck
462,C0518988,Dental abscess,,,,,,,,
462,,,C0030193,Pain,,,,,,
462,,,,,C0035849,Root Canal Therapy,,,,
462,,,,,,,,,C0040452,Tooth root structure
462,,,,,,,,,C0040408,Tongue
462,,,,,,,,,C1148457,teeth and gum
462,,,,,,,,,C0040426,Tooth structure
463,C0518988,Dental abscess,,,,,,,,
463,,,C0007859,Neck Pain,,,,,,
463,,,C0018681,Headache,,,,,,
463,,,C0683369,Clouded consciousness,,,,,,
463,,,C0877781,Hemicrania,,,,,,
463,,,,,,,,,C0925963,Left cheek
463,,,,,,,,,C1281590,Entire head
463,,,,,,,,,C1289055,Entire left ear
463,,,,,,,,,C0005847,Blood Vessel
463,,,,,,,,,C0040426,Tooth structure
463,,,,,,,,,C0006104,Brain
463,,,,,,,,,C1279153,Entire cheek
463,,,,,,,,,C0042449,Veins
463,,,,,,,,,C0521421,Entire ear
463,,,,,,,,,C1281592,Entire neck
464,C0518988,Dental abscess,,,,,,,,
464,,,C0030193,Pain,,,,,,
464,,,,,C0035849,Root Canal Therapy,,,,
464,,,,,C0337279,Drilling - action,,,,
464,,,,,C1963578,Release (procedure),,,,
464,,,,,C0087111,Therapeutic procedure,,,,
464,,,,,,,,,C1318154,Root body part
464,,,,,,,,,C0040426,Tooth structure
464,,,,,,,,,C1883359,Tooth Canal
465,C0518988,Dental abscess,,,,,,,,
465,,,,,C0011331,Dental Procedures,,,,
466,C0518988,Dental abscess,,,,,,,,
466,,,,,C0035849,Root Canal Therapy,,,,
466,,,,,,,,,C1550227,Body Parts - Canal
466,,,,,,,,,C1280541,Entire nerve
466,,,,,,,,,C0040426,Tooth structure
467,C0518988,Dental abscess,,,,,,,,
467,,,,,C0040461,Toothbrushing,,,,
467,,,,,,,,,C0017562,Gingiva
467,,,,,,,,,C1281562,Entire tooth
467,,,,,,,,,C1279153,Entire cheek
468,C0518988,Dental abscess,,,,,,,,
468,,,,,,,,,C0040426,Tooth structure
469,C0518988,Dental abscess,,,,,,,,
469,,,C0030193,Pain,,,,,,
469,,,,,,,,,C0227093,Deciduous maxillary left first molar tooth
469,,,,,,,,,C1281562,Entire tooth
470,C0518988,Dental abscess,,,,,,,,
470,,,,,,,,,C0024204,lymph nodes
470,,,,,,,,,C0226993,Tooth Crowns
470,,,,,,,,,C0040426,Tooth structure
471,C0518988,Dental abscess,,,,,,,,
471,,,C0234233,Sore to touch,,,,,,
471,,,,,,,,,C0024687,Mandible
471,,,,,,,,,C0040426,Tooth structure
471,,,,,,,,,C0521421,Entire ear
472,C0518988,Dental abscess,,,,,,,,
472,,,,,C3687832,DRUGS,,,,
472,,,,,C1704538,Integrated Neuromusculoskeletal Release,,,,
473,C0518988,Dental abscess,,,,,,,,
473,,,,,C0035849,Root Canal Therapy,,,,
473,,,,,C0184661,Interventional procedure,,,,
474,C0518988,Dental abscess,,,,,,,,
474,,,,,,,,,C1280698,Entire throat (surface region of neck)
475,C0518988,Dental abscess,,,,,,,,
475,,,,,C0011331,Dental Procedures,,,,
475,,,,,C0204324,Dental surgical procedure,,,,
475,,,,,C0700632,Endodontic procedure,,,,
475,,,,,C0040450,Tooth Reimplantation,,,,
475,,,,,C0399243,Reconstruction of mouth operation,,,,
475,,,,,C0038280,Sterilization for infection control,,,,
475,,,,,C0442965,Cosmetic procedure,,,,
475,,,,,C0524861,Oral Surgical Procedures,,,,
475,,,,,C0087111,Therapeutic procedure,,,,
476,C0518988,Dental abscess,,,,,,,,
477,C0518988,Dental abscess,,,,,,,,
477,,,C0012833,Dizziness,,,,,,
477,,,C0030193,Pain,,,,,,
477,,,,,C0184967,Insertion of pack (procedure),,,,
477,,,,,,,,,C0230102,Lower back structure
477,,,,,,,,,C0026367,Molar tooth
477,,,,,,,,,C1279153,Entire cheek
478,C0518988,Dental abscess,,,,,,,,
478,,,C0007859,Neck Pain,,,,,,
478,,,C0027497,Nausea,,,,,,
478,,,,,C0079613,Adoptive Immunotherapy,,,,
478,,,,,,,,,C0017562,Gingiva
478,,,,,,,,,C1280698,Entire throat (surface region of neck)
478,,,,,,,,,C1289055,Entire left ear
478,,,,,,,,,C0022359,Jaw
479,C0041582,Ulcer,,,,,,,,
479,,,,,,,,,C1280698,Entire throat (surface region of neck)
480,C0518988,Dental abscess,,,,,,,,
480,,,C1442877,Sore skin,,,,,,
480,,,C1579838,Sore mouth,,,,,,
480,,,C0242429,Sore Throat,,,,,,
480,,,C0033774,Pruritus,,,,,,
480,,,C0877491,bumps tongue,,,,,,
480,,,,,,,,,C1280698,Entire throat (surface region of neck)
480,,,,,,,,,C0040408,Tongue
480,,,,,,,,,C0700374,Palate
480,,,,,,,,,C0042449,Veins
480,,,,,,,,,C0521421,Entire ear
481,C0518988,Dental abscess,,,,,,,,
481,,,,,C0040440,Tooth Extraction,,,,
481,,,,,,,,,C0040408,Tongue
481,,,,,,,,,C0927248,Structure of maxillary molar tooth
482,C0518988,Dental abscess,,,,,,,,
482,,,C0030193,Pain,,,,,,
482,,,,,C0185115,Extraction,,,,
482,,,,,C0035849,Root Canal Therapy,,,,
482,,,,,C0337279,Drilling - action,,,,
482,,,,,C0279848,cisplatin/etoposide/mitoxantrone/tamoxifen protocol,,,,
482,,,,,C1533685,Injection procedure,,,,
482,,,,,C0185051,Removal by grinding,,,,
482,,,,,,,,,C0026367,Molar tooth
482,,,,,,,,,C1281562,Entire tooth
482,,,,,,,,,C0040426,Tooth structure
482,,,,,,,,,C1281583,Entire hand
